comunadondeseimpartelacarreraopr,nombreregion,duraciónensemestres,puntaje,pnem,prank,ingreso2,valordearancel,ingreso,area,year
Talca,Región del Maule,10,654,,,65,1.680.000,405,Health,2006
Santiago,Región Metropolitana,12,593,594,618,184,7.990.000,1180,Health,2019
Arica,Región de Arica y Parinacota,10,588,613,633,45,3.061.000,334,Health,2017
Victoria,Región de La Araucanía,10,523,559,578,27,2.402.000,156,Health,2019
Temuco,Región de La Araucanía,10,589,613,651,41,4.150.194,163,Health,2015
Coquimbo,Región de Coquimbo,10,690,710,773,34,3.439.000,170,Health,2018
Valdivia,Región de los Ríos,10,527,,,18,2.573.000,27,Health,2013
Puerto Montt,Región de Los Lagos,14,709,,,27,4.725.000,166,Health,2009
Valdivia,Región de los Ríos,12,664,683,741,59,3.397.000,392,Health,2018
La Serena,Región de Coquimbo,10,549,,,35,2.596.000,229,Health,2013
Talca,Región del Maule,14,718,,,70,3.870.000,73,Health,2009
San Miguel,Región Metropolitana,9,519,,,93,2.790.000,399,Health,2012
Providencia,Región Metropolitana,12,595,,,33,4.500.000,115,Health,2010
Iquique,Región de Tarapacá,10,510,,,43,1.990.000,233,Health,2011
Iquique,Región de Tarapacá,10,500,,,40,1.800.000,197,Health,2009
Providencia,Región Metropolitana,9,519,,,58,3.442.586,335,Health,2015
Santiago,Región Metropolitana,10,566,,,71,2.550.000,286,Health,2009
Viña del Mar,Región de Valparaíso,10,542,,,37,2.020.000,123,Health,2009
San Miguel,Región Metropolitana,9,546,,,136,2.169.000,617,Health,2008
Viña del Mar,Región de Valparaíso,10,548,,,20,2.120.000,39,Health,2009
Copiapó,Región de Atacama,10,512,516,535,50,2.572.000,110,Health,2015
Viña del Mar,Región de Valparaíso,10,507,,,32,3.609.258,260,Health,2018
Providencia,Región Metropolitana,,439,,,5,1.270.000,107,Health,2011
Temuco,Región de La Araucanía,10,557,,,40,3.335.684,166,Health,2012
San Miguel,Región Metropolitana,9,551,,,10,2.480.000,640,Health,2010
San Felipe,Región de Valparaíso,10,604,623,669,42,2.687.000,183,Health,2015
Viña del Mar,Región de Valparaíso,10,589,604,627,98,3.829.542,431,Health,2017
Temuco,Región de La Araucanía,10,521,,,47,1.700.000,185,Health,2007
Talca,Región del Maule,10,547,,,91,1.859.200,195,Health,2008
Viña del Mar,Región de Valparaíso,10,521,,,52,1.930.000,208,Health,2009
Concepción,Región del Bío-Bío,10,413,502,,24,3.154.000,393,Health,2015
Providencia,Región Metropolitana,12,533,564,596,10,5.490.000,102,Health,2016
Valdivia,Región de los Ríos,10,632,656,706,49,3.298.000,309,Health,2017
Santiago,Región Metropolitana,10,508,506,522,26,3.700.000,206,Health,2019
Las Condes,Región Metropolitana,2,652,675,694,25,4.066.414,27,Health,2014
Concepción,Región del Bío-Bío,10,556,,,37,2.200.000,246,Health,2009
Valparaíso,Región de Valparaíso,10,678,706,763,61,2.426.000,330,Health,2014
Lo Barnechea,Región Metropolitana,10,598,,,36,2.955.000,88,Health,2008
Talca,Región del Maule,10,573,,,63,2.020.000,306,Health,2009
Santiago,Región Metropolitana,10,722,,,51,2.586.000,267,Health,2009
Santiago,Región Metropolitana,10,568,,,108,2.500.000,503,Health,2009
Lo Barnechea,Región Metropolitana,10,563,,,35,2.955.000,72,Health,2008
Concepción,Región del Bío-Bío,11,708,740,790,81,5.274.000,523,Health,2017
Santiago,Región Metropolitana,12,803,794,839,73,6.068.000,190,Health,2016
Providencia,Región Metropolitana,,436,,,41,1.270.000,215,Health,2011
Santiago,Región Metropolitana,10,661,,,54,2.305.320,276,Health,2011
Antofagasta,Región de Antofagasta,10,633,,,59,2.234.500,353,Health,2009
Arica,Región de Arica y Parinacota,10,483,,,21,2.010.000,157,Health,2012
Viña del Mar,Región de Valparaíso,10,469,,,29,2.280.000,65,Health,2009
Concepción,Región del Bío-Bío,10,560,,,32,3.453.100,288,Health,2018
Santiago,Región Metropolitana,10,514,,,49,3.480.800,280,Health,2017
Santiago,Región Metropolitana,10,483,,,75,2.500.000,143,Health,2009
Concepción,Región del Bío-Bío,,471,,,57,2.110.000,106,Health,2009
Osorno,Región de Los Lagos,10,531,542,565,53,3.384.000,61,Health,2018
Macul,Región Metropolitana,10,711,739,799,103,3.396.000,596,Health,2013
Viña del Mar,Región de Valparaíso,10,518,,,40,2.300.000,235,Health,2012
Valparaíso,Región de Valparaíso,12,715,731,787,71,4.572.000,543,Health,2015
La Florida,Región Metropolitana,10,482,,,96,2.552.000,256,Health,2010
Providencia,Región Metropolitana,12,640,662,697,33,7.021.000,490,Health,2018
Temuco,Región de La Araucanía,10,643,,,59,2.212.000,282,Health,2011
Viña del Mar,Región de Valparaíso,10,500,,,91,2.140.000,174,Health,2009
Santiago,Región Metropolitana,10,500,,,211,2.500.000,420,Health,2009
Osorno,Región de Los Lagos,10,541,,,34,1.595.000,110,Health,2007
Temuco,Región de La Araucanía,12,587,567,579,61,6.059.900,272,Health,2017
Viña del Mar,Región de Valparaíso,10,553,549,562,77,3.535.048,478,Health,2015
Santiago,Región Metropolitana,14,754,,,62,2.412.400,592,Health,2006
Santiago,Región Metropolitana,12,590,,,109,4.410.000,220,Health,2008
Osorno,Región de Los Lagos,10,513,,,63,1.728.000,168,Health,2008
Valdivia,Región de los Ríos,10,530,,,74,2.519.000,134,Health,2008
Santiago,Región Metropolitana,10,712,729,819,58,2.694.100,413,Health,2014
Valdivia,Región de los Ríos,10,505,,,45,1.910.000,91,Health,2008
Santiago,Región Metropolitana,12,614,,,86,4.719.000,309,Health,2009
Concepción,Región del Bío-Bío,11,679,713,765,84,3.866.000,327,Health,2018
Talca,Región del Maule,14,680,,,52,4.200.000,184,Health,2011
Talca,Región del Maule,10,535,,,118,2.250.000,429,Health,2011
Valparaíso,Región de Valparaíso,10,624,647,682,37,3.024.000,115,Health,2013
Las Condes,Región Metropolitana,10,610,,,75,2.747.172,330,Health,2008
Punta Arenas,Región de Magallanes,10,576,603,628,32,3.072.000,163,Health,2016
Santiago,Región Metropolitana,10,652,,,47,1.860.750,275,Health,2008
Valparaíso,Región de Valparaíso,10,674,,,48,2.209.000,329,Health,2006
Iquique,Región de Tarapacá,10,568,,,36,1.989.000,214,Health,2011
Puerto Montt,Región de Los Lagos,10,530,,,53,1.967.000,59,Health,2012
Valdivia,Región de los Ríos,12,654,664,710,63,3.570.000,398,Health,2019
Santiago,Región Metropolitana,10,459,518,,41,2.930.000,256,Health,2015
Concepción,Región del Bío-Bío,11,677,714,765,82,3.753.000,243,Health,2017
Viña del Mar,Región de Valparaíso,8,531,537,547,61,3.765.054,321,Health,2017
Iquique,Región de Tarapacá,10,516,,,14,2.251.000,21,Health,2013
San Felipe,Región de Valparaíso,10,493,,,79,1.990.000,182,Health,2008
Concepción,Región del Bío-Bío,11,672,701,750,85,3.128.000,579,Health,2017
Huechuraba,Región Metropolitana,10,620,601,626,79,3.842.720,446,Health,2014
Providencia,Región Metropolitana,10,573,574,601,70,3.700.000,349,Health,2013
Las Condes,Región Metropolitana,10,620,618,630,47,3.975.056,197,Health,2016
Viña del Mar,Región de Valparaíso,12,638,,,143,4.512.378,576,Health,2010
Valparaíso,Región de Valparaíso,10,585,602,641,83,2.494.000,329,Health,2014
Santiago,Región Metropolitana,10,633,610,638,99,3.498.000,591,Health,2014
Concepción,Región del Bío-Bío,14,683,,,115,4.864.000,579,Health,2008
Talca,Región del Maule,10,682,718,782,66,2.471.300,295,Health,2015
Puerto Montt,Región de Los Lagos,10,637,,,65,2.480.000,306,Health,2010
Arica,Región de Arica y Parinacota,10,549,,,32,2.040.000,151,Health,2010
Concepción,Región del Bío-Bío,5,402,,,23,1.080.000,136,Health,2011
Arica,Región de Arica y Parinacota,10,501,,,69,2.535.500,352,Health,2016
Los Ángeles,Región del Bío-Bío,10,505,,,26,1.790.000,165,Health,2009
Antofagasta,Región de Antofagasta,10,573,575,575,31,2.812.000,276,Health,2013
Santiago,Región Metropolitana,10,530,523,523,92,4.894.200,520,Health,2019
Valdivia,Región de los Ríos,10,544,,,50,2.091.000,135,Health,2009
Concepción,Región del Bío-Bío,10,576,567,577,154,4.610.897,853,Health,2017
Concepción,Región del Bío-Bío,10,636,673,725,59,2.892.000,293,Health,2016
Valdivia,Región de los Ríos,12,561,583,607,46,5.284.200,300,Health,2014
Arica,Región de Arica y Parinacota,10,485,,,39,2.010.000,162,Health,2013
Providencia,Región Metropolitana,10,558,,,46,3.225.000,182,Health,2009
Coquimbo,Región de Coquimbo,10,648,,,24,2.270.000,85,Health,2008
Iquique,Región de Tarapacá,10,499,,,9,2.578.600,111,Health,2015
Valparaíso,Región de Valparaíso,10,575,593,626,74,2.421.000,273,Health,2015
Temuco,Región de La Araucanía,10,690,719,775,47,3.140.000,239,Health,2019
Temuco,Región de La Araucanía,10,571,580,620,53,2.522.000,176,Health,2014
Temuco,Región de La Araucanía,10,542,,,34,1.870.000,192,Health,2008
Arica,Región de Arica y Parinacota,10,477,,,23,1.550.000,116,Health,2008
Concepción,Región del Bío-Bío,10,564,,,42,1.950.000,228,Health,2008
Copiapó,Región de Atacama,10,507,,,27,1.840.000,70,Health,2008
Viña del Mar,Región de Valparaíso,10,525,,,18,1.547.000,30,Health,2006
Iquique,Región de Tarapacá,10,491,,,34,1.790.000,168,Health,2008
Talca,Región del Maule,10,544,,,46,1.930.000,219,Health,2008
Antofagasta,Región de Antofagasta,10,514,,,21,1.730.000,35,Health,2008
Viña del Mar,Región de Valparaíso,10,516,,,181,2.784.000,630,Health,2012
Santiago,Región Metropolitana,10,619,611,645,98,4.687.500,635,Health,2018
Temuco,Región de La Araucanía,10,679,702,754,62,3.140.000,296,Health,2019
Concepción,Región del Bío-Bío,10,694,,,43,2.743.000,193,Health,2008
Santiago,Región Metropolitana,10,578,602,636,98,3.042.700,565,Health,2017
Providencia,Región Metropolitana,9,532,,,107,3.217.370,477,Health,2014
Santiago,Región Metropolitana,10,568,,,65,2.650.000,257,Health,2011
Talca,Región del Maule,14,724,,,59,3.389.000,283,Health,2008
Santiago,Región Metropolitana,10,715,724,817,49,3.158.000,372,Health,2017
Providencia,Región Metropolitana,10,505,,,101,2.836.000,476,Health,2010
Valparaíso,Región de Valparaíso,10,614,,,63,2.114.000,312,Health,2011
Viña del Mar,Región de Valparaíso,5,410,,,37,1.160.000,140,Health,2009
Concepción,Región del Bío-Bío,10,565,,,58,2.825.000,193,Health,2009
Lo Barnechea,Región Metropolitana,10,578,,,67,3.050.000,244,Health,2009
Concepción,Región del Bío-Bío,10,557,,,37,2.315.000,173,Health,2009
Valparaíso,Región de Valparaíso,10,575,603,632,70,2.520.300,285,Health,2016
Concepción,Región del Bío-Bío,10,569,,,83,3.916.000,414,Health,2011
Concepción,Región del Bío-Bío,5,415,,,18,1.040.000,110,Health,2009
Curicó,Región del Maule,10,644,689,734,66,3.100.000,353,Health,2016
Valdivia,Región de los Ríos,10,629,,,42,2.480.000,197,Health,2010
Lo Barnechea,Región Metropolitana,14,755,747,794,81,6.985.000,609,Health,2015
Iquique,Región de Tarapacá,10,509,,,29,2.110.000,38,Health,2012
San Felipe,Región de Valparaíso,5,400,,,5,1.090.000,26,Health,2011
Las Condes,Región Metropolitana,10,624,,,190,3.573.366,1052,Health,2011
Puerto Montt,Región de Los Lagos,14,685,651,667,51,6.327.200,312,Health,2015
Concepción,Región del Bío-Bío,10,552,518,524,44,5.188.222,256,Health,2016
Puerto Montt,Región de Los Lagos,10,511,,,13,2.621.600,87,Health,2015
San Miguel,Región Metropolitana,9,520,,,77,3.004.366,381,Health,2014
Valdivia,Región de los Ríos,4,511,548,567,34,2.721.400,78,Health,2014
Providencia,Región Metropolitana,9,516,,,99,2.292.000,105,Health,2009
Valdivia,Región de los Ríos,10,514,,,28,2.624.000,134,Health,2013
Santiago,Región Metropolitana,10,531,527,543,104,4.747.000,531,Health,2018
Valdivia,Región de los Ríos,14,737,,,66,3.090.000,467,Health,2008
Temuco,Región de La Araucanía,10,622,,,45,2.123.000,45,Health,2010
Antofagasta,Región de Antofagasta,10,503,,,39,1.790.000,193,Health,2008
Osorno,Región de Los Lagos,12,630,,,28,4.271.000,115,Health,2009
Concepción,Región del Bío-Bío,,551,,,55,2.489.000,162,Health,2009
Antofagasta,Región de Antofagasta,10,546,,,44,2.300.000,231,Health,2011
Santiago,Región Metropolitana,10,681,,,44,2.287.000,228,Health,2008
Iquique,Región de Tarapacá,10,504,,,24,1.800.000,103,Health,2009
Talca,Región del Maule,10,611,641,683,70,3.418.000,348,Health,2018
Puerto Montt,Región de Los Lagos,10,500,494,510,18,3.135.600,94,Health,2015
Viña del Mar,Región de Valparaíso,11,559,582,600,50,4.050.000,211,Health,2019
Santiago,Región Metropolitana,10,621,,,189,3.613.362,1174,Health,2012
Viña del Mar,Región de Valparaíso,8,524,524,534,95,3.249.273,377,Health,2014
Valparaíso,Región de Valparaíso,10,714,737,797,56,3.169.000,302,Health,2018
Santiago,Región Metropolitana,14,756,,,64,2.962.200,552,Health,2009
Chillán,Región de Ñuble,10,611,649,674,54,2.492.000,310,Health,2019
Lo Barnechea,Región Metropolitana,10,616,,,56,3.764.000,208,Health,2012
Arica,Región de Arica y Parinacota,10,601,,,121,2.350.000,123,Health,2011
Viña del Mar,Región de Valparaíso,11,553,567,581,48,3.873.000,189,Health,2018
Copiapó,Región de Atacama,10,538,538,553,41,2.450.000,42,Health,2014
Viña del Mar,Región de Valparaíso,10,552,548,558,90,3.350.756,544,Health,2014
Concepción,Región del Bío-Bío,10,615,,,67,1.734.000,284,Health,2009
Santiago,Región Metropolitana,10,680,685,767,43,3.004.000,129,Health,2015
Ñuñoa,Región Metropolitana,10,641,615,651,36,2.968.000,244,Health,2015
Concepción,Región del Bío-Bío,11,645,,,84,2.456.100,560,Health,2009
Providencia,Región Metropolitana,10,545,,,164,3.123.660,701,Health,2013
Providencia,Región Metropolitana,5,443,,,270,1.270.000,1184,Health,2011
Temuco,Región de La Araucanía,10,557,,,35,3.386.000,271,Health,2018
Talca,Región del Maule,12,701,,,71,3.387.000,567,Health,2009
Santiago,Región Metropolitana,10,722,726,797,82,3.553.700,465,Health,2014
Puerto Montt,Región de Los Lagos,10,512,519,535,23,3.480.100,102,Health,2018
Lo Barnechea,Región Metropolitana,10,571,,,40,3.150.000,96,Health,2009
Concepción,Región del Bío-Bío,11,717,,,85,3.351.000,533,Health,2006
Rancagua,Región del Gral. B. O`Higgins,5,521,,,2,805.000,34,Health,2006
Valparaíso,Región de Valparaíso,10,657,,,47,1.580.000,284,Health,2006
Viña del Mar,Región de Valparaíso,10,506,,,38,2.470.000,175,Health,2013
Los Ángeles,Región del Bío-Bío,10,540,,,45,3.086.800,252,Health,2019
Talca,Región del Maule,10,643,689,722,59,2.724.500,315,Health,2017
Talca,Región del Maule,10,579,,,121,2.250.000,479,Health,2011
Puerto Montt,Región de Los Lagos,10,539,,,68,2.650.000,298,Health,2011
Copiapó,Región de Atacama,10,601,613,660,55,2.446.000,298,Health,2015
Rancagua,Región del Gral. B. O`Higgins,10,643,629,742,35,3.138.315,48,Health,2017
Concepción,Región del Bío-Bío,10,601,,,63,1.838.000,310,Health,2011
Temuco,Región de La Araucanía,10,615,638,671,64,2.439.000,296,Health,2013
Chillán,Región de Ñuble,10,627,,,51,1.850.000,158,Health,2008
Talca,Región del Maule,10,540,,,3,2.070.000,359,Health,2010
Temuco,Región de La Araucanía,10,509,,,34,2.777.200,197,Health,2014
San Miguel,Región Metropolitana,9,525,,,7,2.400.000,383,Health,2010
Puerto Montt,Región de Los Lagos,10,508,,,36,2.786.200,187,Health,2018
Temuco,Región de La Araucanía,12,631,,,40,5.694.990,332,Health,2012
Providencia,Región Metropolitana,5,454,,,4,1.100.000,91,Health,2011
Concepción,Región del Bío-Bío,,531,550,566,62,3.980.000,426,Health,2017
Talca,Región del Maule,10,652,,,57,1.924.000,310,Health,2008
Huechuraba,Región Metropolitana,10,583,,,72,2.867.000,316,Health,2008
Huechuraba,Región Metropolitana,10,653,,,74,2.867.000,442,Health,2008
Punta Arenas,Región de Magallanes,10,574,,,99,2.467.000,440,Health,2010
Los Ángeles,Región del Bío-Bío,10,516,,,47,2.939.800,254,Health,2018
Providencia,Región Metropolitana,14,661,,,88,4.906.000,384,Health,2008
Temuco,Región de La Araucanía,10,669,689,744,61,2.827.000,300,Health,2016
Viña del Mar,Región de Valparaíso,6,500,,,18,895.000,109,Health,2006
Huechuraba,Región Metropolitana,10,588,587,605,82,4.256.226,415,Health,2016
Puerto Montt,Región de Los Lagos,10,584,,,229,2.480.000,234,Health,2009
Valdivia,Región de los Ríos,10,506,,,35,2.450.000,119,Health,2011
Concepción,Región del Bío-Bío,10,696,,,41,3.003.600,197,Health,2009
Lo Barnechea,Región Metropolitana,10,613,,,73,3.142.000,265,Health,2010
Concepción,Región del Bío-Bío,10,500,500,503,43,2.771.749,125,Health,2014
Santiago,Región Metropolitana,,548,507,517,72,3.964.300,461,Health,2014
Iquique,Región de Tarapacá,10,549,,,51,1.797.000,247,Health,2008
Osorno,Región de Los Lagos,10,511,,,25,2.383.600,77,Health,2015
Providencia,Región Metropolitana,,430,,,62,1.230.000,191,Health,2009
Viña del Mar,Región de Valparaíso,10,504,,,34,3.251.100,275,Health,2016
Talca,Región del Maule,11,635,665,692,73,3.066.000,78,Health,2019
San Fernando,Región del Gral. B. O`Higgins,5,418,,,10,1.130.000,122,Health,2010
Santiago,Región Metropolitana,5,414,,,6,1.330.000,30,Health,2011
Antofagasta,Región de Antofagasta,10,587,,,54,2.560.450,325,Health,2010
Huechuraba,Región Metropolitana,10,574,574,595,83,4.034.292,419,Health,2015
Coquimbo,Región de Coquimbo,10,657,,,25,2.060.000,47,Health,2007
Valparaíso,Región de Valparaíso,12,654,,,72,2.280.000,432,Health,2008
Chillán,Región de Ñuble,10,513,558,583,24,3.140.000,248,Health,2019
Arica,Región de Arica y Parinacota,10,500,,,59,2.843.900,335,Health,2018
Antofagasta,Región de Antofagasta,10,609,,,52,2.508.000,256,Health,2010
Arica,Región de Arica y Parinacota,10,636,,,15,1.800.000,74,Health,2008
Arica,Región de Arica y Parinacota,10,589,,,31,1.600.000,101,Health,2008
Concepción,Región del Bío-Bío,10,505,,,25,2.240.000,82,Health,2012
Temuco,Región de La Araucanía,10,519,515,525,30,4.118.798,153,Health,2016
Valparaíso,Región de Valparaíso,10,609,,,50,2.032.800,244,Health,2012
Huechuraba,Región Metropolitana,10,593,,,67,3.311.178,373,Health,2011
Santiago,Región Metropolitana,12,634,,,70,4.495.353,375,Health,2008
Concepción,Región del Bío-Bío,12,632,,,114,5.967.675,722,Health,2011
Santiago,Región Metropolitana,10,675,,,191,2.332.000,404,Health,2009
Huechuraba,Región Metropolitana,10,640,646,679,83,3.687.808,468,Health,2013
Huechuraba,Región Metropolitana,14,738,704,744,62,6.171.570,493,Health,2014
Santiago,Región Metropolitana,12,640,628,657,74,5.823.000,471,Health,2013
Temuco,Región de La Araucanía,10,615,,,43,2.123.000,196,Health,2010
Arica,Región de Arica y Parinacota,10,604,628,660,48,2.966.000,307,Health,2016
Santiago,Región Metropolitana,8,539,536,550,193,4.336.607,797,Health,2016
Temuco,Región de La Araucanía,10,525,521,529,25,4.150.194,190,Health,2015
Victoria,Región de La Araucanía,10,542,572,592,39,2.184.851,163,Health,2016
Macul,Región Metropolitana,10,717,731,783,71,4.136.000,547,Health,2019
Santiago,Región Metropolitana,10,712,698,750,79,3.384.500,460,Health,2013
Antofagasta,Región de Antofagasta,10,617,,,50,2.130.000,229,Health,2008
Lo Barnechea,Región Metropolitana,,583,567,578,79,5.647.982,330,Health,2019
San Felipe,Región de Valparaíso,10,643,,,34,1.957.000,182,Health,2009
